C_Zh,mass,CaPhi,BR_mu,acceptance,cross_section_pb,BR_h_to_Za,N_signal
0.0011489510001873086,1.0,0.000398,0.1,0.0066,7.037471899992243e-05,1.2886782457411176e-06,0.05573677744793857
0.0011489510001873086,1.0,0.000501,0.1,0.004733333333333333,7.037471899992243e-05,1.2886782457411176e-06,0.03997284039195594
0.0011489510001873086,1.0,0.000631,0.1,0.0025,7.037471899992243e-05,1.2886782457411176e-06,0.021112415699976732
0.0011489510001873086,1.0,0.000794,0.1,0.0006666666666666666,7.037471899992243e-05,1.2886782457411176e-06,0.005629977519993795
0.0011489510001873086,1.0,0.001,0.1,0.0002,7.037471899992243e-05,1.2886782457411176e-06,0.0016889932559981384
0.0011489510001873086,1.0,0.00126,0.1,3.3333333333333335e-05,7.037471899992243e-05,1.2886782457411176e-06,0.00028149887599968976
0.0011489510001873086,1.0,0.00158,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,0.002,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,0.00251,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,0.00316,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,0.00398,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,0.00501,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0011489510001873086,1.0,0.00631,0.1,0.0,7.037471899992243e-05,1.2886782457411176e-06,0.0
0.0012033778407775893,1.0,1e-06,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,1.26e-06,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,1.58e-06,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,2e-06,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,2.51e-06,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,3.16e-06,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,3.98e-06,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,1.58e-05,0.1,0.0001,7.720005762484978e-05,1.4136615569465259e-06,0.0009264006914981974
